# webcelex random #50%
Head;;HeadSyl;;PhonSylCLX;;SylCnt
canton;;can-ton;;k{n-tQn;;2
canton;;can-ton;;k{n-tQn;;2
cantonment;;can-ton-ment;;k{n-tun-m@nt;;3
cant over;;cant o-ver;;"k{nt-5-v@R;;3
Canuck;;Ca-nuck;;k@-nVk;;2
canvass;;can-vass;;k{n-v@s;;2
canyon;;can-yon;;k{-nj@n;;2
capabilities;;ca-pa-bil-i-ties;;"k1-p@-bI-l@-tI;;5
capaciousness;;ca-pa-cious-ness;;k@-p1-S@s-nIs;;4
capacity;;ca-pac-i-ty;;k@-p{-s@-tI;;4
cap and bells;;cap and bells;;"k{p-{nd-bElz;;3
cap-a-pie;;cap--a--pie;;"k{p-@-pi;;3
caparison;;ca-par-i-son;;k@-p{-rI-sH;;4
caparison;;ca-par-i-son;;k@-p{-rI-sH;;4
Cape Coloured;;Cape Col-oured;;"k1p-kV-l@d;;3
caper;;ca-per;;k1-p@R;;2
capillary;;cap-il-lar-y;;k@-pI-l@-rI;;4
capital;;cap-i-tal;;k{-pI-tP;;3
capital;;cap-i-tal;;k{-pI-tP;;3
capital assets;;cap-i-tal as-sets;;"k{-pI-tP-{-sEts;;5
capital expenditure;;cap-i-tal ex-pend-i-ture;;"k{-pI-tP-Ik-spEn-dI-J@R;;7
capitalization;;cap-i-tal-i-za-tion;;"k{-pI-t@-l2-z1-SH;;6
capitalize;;cap-i-tal-ize;;k{-pI-t@-l2z;;4
capitalize on;;cap-i-tal-ize on;;k{-pI-t@-l2z-Qn;;5
capital punishment;;cap-i-tal pun-ish-ment;;"k{-pI-tP-pV-nIS-m@nt;;6
capitation;;cap-i-ta-tion;;"k{-pI-t1-SH;;4
Capitol;;Cap-i-tol;;k{-pI-tP;;3
capitulate;;ca-pit-u-late;;k@-pI-JU-l1t;;4
capitulation;;ca-pit-u-la-tion;;k@-"pI-JU-l1-SH;;5
capitulations;;ca-pit-u-la-tions;;k@-"pI-JU-l1-SHz;;5
capon;;ca-pon;;k1-p@n;;2
capriccio;;ca-pric-ci-o;;k@-prI-JI-5;;4
caprice;;ca-price;;k@-pris;;2
capricious;;ca-pri-cious;;k@-prI-S@s;;3
capriciousness;;ca-pri-cious-ness;;k@-prI-S@s-nIs;;4
Capricorn;;Cap-ri-corn;;k{-prI-k$n;;3
Capricorn;;Cap-ri-corn;;k{-prI-k$n;;3
capsicum;;cap-si-cum;;k{p-sI-k@m;;3
capsule;;cap-sule;;k{p-sjul;;2
caption;;cap-tion;;k{p-SH;;2
captiously;;cap-tious-ly;;k{p-S@s-lI;;3
captiousness;;cap-tious-ness;;k{p-S@s-nIs;;3
captive;;cap-tive;;k{p-tIv;;2
captive audience;;cap-tive au-di-ence;;"k{p-tIv-$-dj@ns;;4
captor;;cap-tor;;k{p-t@R;;2
capture;;cap-ture;;k{p-J@R;;2
caravan;;car-a-van;;k{-r@-v{n;;3
caravansary;;car-a-van-sa-ry;;"k{-r@-v{n-s@-rI;;5
caravanserai;;car-a-van-se-rai;;"k{-r@-v{n-s@-r2;;5
caraway;;car-a-way;;k{-r@-w1;;3
carbide;;car-bide;;k#-b2d;;2
carbine;;car-bine;;k#-b2n;;2
carbolic;;car-bol-ic;;k#-bQ-lIk;;3
carbolic acid;;car-bol-ic ac-id;;k#-"bQ-lIk-{-sId;;5
carbonated;;car-bon-at-ed;;k#-b@-n1-tId;;4
carbonation;;car-bon-a-tion;;"k#-b@-n1-SH;;4
carbon dating;;car-bon dat-ing;;"k#-b@n-d1-tIN;;4
carbon dioxide;;car-bon di-ox-ide;;"k#-b@n-d2-Qk-s2d;;5
carbonic acid;;car-bon-ic ac-id;;k#-"bQ-nIk-{-sId;;5
Carboniferous;;Car-bon-if-er-ous;;"k#-b@-nI-f@-r@s;;5
Carboniferous;;Car-bon-if-er-ous;;"k#-b@-nI-f@-r@s;;5
carbonize;;car-bon-ize;;k#-b@-n2z;;3
carboy;;car-boy;;k#-b4;;2
carbuncle;;car-bun-cle;;k#-bVN-kP;;3
carburet;;car-bu-ret;;k#-bjU-rEt;;3
carburettor;;car-bu-ret-tor;;"k#-b@-rE-t@R;;4
carcass;;car-cass;;k#-k@s;;2
carcinogen;;car-cin-o-gen;;k#-sI-n@-_@n;;4
cardamom;;car-da-mom;;k#-d@-m@m;;3
cardboard;;card-board;;k#d-b$d;;2
card-carrying;;card--car-ry-ing;;k#d-"k{-rI-IN;;4
cardinal;;car-di-nal;;k#-dI-nP;;3
cardinal;;car-di-nal;;k#-dI-nP;;3
cardinal number;;car-di-nal num-ber;;"k#-dI-nP-nVm-b@R;;5
cardinal point;;car-di-nal point;;"k#-dI-nP-p4nt;;4
card index;;card in-dex;;k#d-"In-dEks;;3
cardsharp;;card-sharp;;k#d-S#p;;2
cardsharper;;card-sharp-er;;k#d-"S#-p@R;;3
card vote;;card vote;;k#d-v5t;;2
care;;care;;k8R;;1
careen;;ca-reen;;k@-rin;;2
career;;ca-reer;;k@-r7R;;2
careerism;;ca-reer-ism;;k@-r7-"rI-z@m;;4
careerist;;ca-reer-ist;;k@-r7-rIst;;3
care for;;care for;;k8-f$R;;2
carefree;;care-free;;k8-fri;;2
carefulness;;care-ful-ness;;k8-fUl-nIs;;3
caress;;ca-ress;;k@-rEs;;2
caress;;ca-ress;;k@-rEs;;2
caressing;;ca-ress-ing;;k@-rE-sIN;;3
caret;;car-et;;k{-r@t;;2
careworn;;care-worn;;k8-w$n;;2
car-ferry;;car--fer-ry;;k#-"fE-rI;;3
cargo;;car-go;;k#-g5;;2
caribou;;car-i-bou;;k{-rI-bu;;3
caricature;;car-i-ca-ture;;k{-rI-k@-"tj9R;;4
caricaturist;;car-i-ca-tur-ist;;k{-rI-k@-"tj9-rIst;;5
caries;;car-ies;;k8-riz;;2
carillon;;car-il-lon;;k{-rIl-j@n;;3
carious;;car-i-ous;;k8-r7s;;2
Carl;;Carl;;k#l;;1
Carmelite;;Car-mel-ite;;k#-m@-l2t;;3
Carmelite;;Car-mel-ite;;k#-m@-l2t;;3
carmine;;car-mine;;k#-m2n;;2
carmine;;car-mine;;k#-m2n;;2
carnally;;car-nal-ly;;k#-n@-lI;;3
carnivore;;car-ni-vore;;k#-nI-v$R;;3
carnivorous;;car-niv-o-rous;;k#-nI-v@-r@s;;4
carol;;car-ol;;k{-r@l;;2
carol;;car-ol;;k{-r@l;;2
caroller;;car-ol-ler;;k{-r@-l@R;;3
carotid;;ca-rot-id;;k@-rQ-tId;;3
carousal;;ca-rous-al;;k@-r6-zP;;3
carouse;;ca-rouse;;k@-r6z;;2
carpal;;car-pal;;k#-p@l;;2
carpal;;car-pal;;k#-p@l;;2
car park;;car park;;k#-p#k;;2
carpenter;;car-pen-ter;;k#-p@n-t@R;;3
carpet;;car-pet;;k#-pIt;;2
carpetbag;;car-pet-bag;;k#-pIt-b{g;;3
carpet-beater;;car-pet--beat-er;;k#-pIt-"bi-t@R;;4
carpet-sweeper;;car-pet--sweep-er;;k#-pIt-"swi-p@R;;4
car pool;;car pool;;k#-pul;;2
carpus;;car-pus;;k#-p@s;;2
carriage;;car-riage;;k{-rI_;;2
carriageway;;car-riage-way;;k{-rI_-w1;;3
carrier-bag;;car-ri-er--bag;;k{-r7-b{g;;3
carrier-pigeon;;car-ri-er--pi-geon;;k{-r7-"pI-_In;;4
carroty;;car-rot-y;;k{-r@-tI;;3
carryall;;car-ry-all;;k{-rI-$l;;3
carry back;;car-ry back;;"k{-rI-b{k;;3
carrycot;;car-ry-cot;;k{-rI-kQt;;3
carryings-on;;car-ry-ings--on;;"k{-rI-INz-Qn;;4
carry-on;;car-ry--on;;"k{-rI-Qn;;3
carry on;;car-ry on;;"k{-rI-Qn;;3
carry on with;;car-ry on with;;"k{-rI-Qn-wID;;4
carryout;;car-ry-out;;k{-rI-6t;;3
carry out;;car-ry out;;"k{-rI-6t;;3
carry through;;car-ry through;;"k{-rI-Tru;;3
cart;;cart;;k#t;;1
cart;;cart;;k#t;;1
cartage;;cart-age;;k#-tI_;;2
carte blanche;;carte blanche;;"k#t-blqnS;;2
cartilage;;car-ti-lage;;k#-tI-lI_;;3
cartilaginous;;car-ti-lag-i-nous;;"k#-tI-l{-_I-n@s;;5
cart-load;;cart--load;;k#t-l5d;;2
cartographer;;car-tog-ra-pher;;k#-tQ-gr@-f@R;;4
cartography;;car-tog-ra-phy;;k#-tQ-gr@-fI;;4
carton;;car-ton;;k#-t@n;;2
cart-track;;cart--track;;k#t-tr{k;;2
cartwheel;;cart-wheel;;k#t-wil;;2
carving;;carv-ing;;k#-vIN;;2
carving-knife;;carv-ing--knife;;k#-vIN-n2f;;3
caryatid;;car-y-at-id;;"k{-rI-{-tId;;4
cascade;;cas-cade;;k{-sk1d;;2
cascara;;cas-car-a;;k{-sk#-r@;;3
case;;case;;k1s;;1
case;;case;;k1s;;1
case-hardened;;case--hard-ened;;k1s-"h#-dHd;;3
case-law;;case--law;;k1s-l$;;2
casement window;;case-ment win-dow;;"k1s-m@nt-wIn-d5;;4
caseous;;ca-se-ous;;k1-s7s;;2
case study;;case stud-y;;k1s-"stV-dI;;3
cash;;cash;;k{S;;1
cash;;cash;;k{S;;1
cashable;;cash-a-ble;;k{-S@-bP;;3
cash and carry;;cash and car-ry;;"k{S-{nd-k{-rI;;4
cash desk;;cash desk;;k{S-dEsk;;2
cash flow;;cash flow;;k{S-fl5;;2
cashmere;;cash-mere;;k{S-m7R;;2
cask;;cask;;k#sk;;1
casket;;cas-ket;;k#-skIt;;2
cassava;;cas-sa-va;;k@-s#-v@;;3
casserole;;cas-se-role;;k{-s@-r5l;;3
cassowary;;cas-so-war-y;;k{-s@-w8-rI;;4
cast;;cast;;k#st;;1
castanets;;cas-ta-nets;;"k{-st@-nEts;;3
castaway;;cast-a-way;;k#st-@-w1;;3
cast away;;cast a-way;;"k#st-@-w1;;3
cast down;;cast down;;"k#st-d6n;;2
castellated;;cas-tel-lat-ed;;k{-st@-l1-tId;;4
caster sugar;;cast-er sug-ar;;k#-st@-"SU-g@R;;4
castigate;;cas-ti-gate;;k{-stI-g1t;;3
castigation;;cas-ti-ga-tion;;"k{-stI-g1-SH;;4
casting vote;;cast-ing vote;;"k#-stIN-v5t;;3
cast-iron;;cast--i-ron;;"k#st-2-@n;;3
cast iron;;cast i-ron;;"k#st-2-@n;;3
castle;;cas-tle;;k#-sP;;2
castoff;;cast-off;;k#st-Qf;;2
cast off;;cast off;;"k#st-Qf;;2
cast on;;cast on;;"k#st-Qn;;2
castration;;cas-tra-tion;;k{s-tr1-SH;;3
casual;;cas-u-al;;k{-Z9l;;2
casualness;;cas-u-al-ness;;k{-Z9l-nIs;;3
casuistic;;cas-u-is-tic;;"k{-zjU-I-stIk;;4
casus belli;;ca-sus bel-li;;"k#-sUs-bE-li;;4
cat;;cat;;k{t;;1
cataclysm;;cat-a-clysm;;k{-t@-klI-z@m;;4
cataclysmic;;cat-a-clys-mic;;"k{-t@-klIz-mIk;;4
Catalan;;Cat-a-lan;;k{-t@-l{n;;3
Catalan;;Cat-a-lan;;k{-t@-l{n;;3
catalepsy;;cat-a-lep-sy;;k{-t@-lEp-sI;;4
cataleptic;;cat-a-lep-tic;;"k{-t@-lEp-tIk;;4
cataleptic;;cat-a-lep-tic;;"k{-t@-lEp-tIk;;4
catalpa;;ca-tal-pa;;k@-t{l-p@;;3
catamaran;;cat-a-ma-ran;;"k{-t@-m@-r{n;;4
cat-and-mouse;;cat--and--mouse;;"k{t-{nd-m6s;;3
catapult;;cat-a-pult;;k{-t@-pVlt;;3
cataract;;cat-a-ract;;k{-t@-r{kt;;3
catarrh;;ca-tarrh;;k@-t#R;;2
catastrophically;;cat-a-stroph-i-cal-ly;;"k{-t@-strQ-fI-k@-lI;;6
catatonic;;cat-a-ton-ic;;"k{-t@-tQ-nIk;;4
catcall;;cat-call;;k{t-k$l;;2
catcher;;catch-er;;k{-J@R;;2
catchily;;catch-i-ly;;k{-JI-lI;;3
catching;;catch-ing;;k{-JIN;;2
catchment-area;;catch-ment--ar-e-a;;k{J-m@nt-"8-r7;;4
catch on;;catch on;;"k{J-Qn;;2
catchup;;catch-up;;k{-J@p;;2
catch up;;catch up;;"k{J-Vp;;2
catchword;;catch-word;;k{J-w3d;;2
catchy;;catch-y;;k{-JI;;2
catechism;;cat-e-chism;;k{-t@-kI-z@m;;4
catechize;;cat-e-chize;;k{-tI-k2z;;3
categorical;;cat-e-gor-i-cal;;"k{-t@-gQ-rI-kP;;5
categorically;;cat-e-gor-i-cal-ly;;"k{-t@-gQ-rI-k@-lI;;6
categorize;;cat-e-go-rize;;k{-t@-g@-r2z;;4
category;;cat-e-go-ry;;k{-t@-g@-rI;;4
cater for;;ca-ter for;;k1-t@-f$R;;3
cater to;;ca-ter to;;k1-t@-tu;;3
caterwaul;;cat-er-waul;;k{-t@-w$l;;3
caterwaul;;cat-er-waul;;k{-t@-w$l;;3
catharsis;;ca-thar-sis;;k@-T#-sIs;;3
cathartic;;ca-thar-tic;;k@-T#-tIk;;3
cathedral;;ca-the-dral;;k@-Ti-dr@l;;3
cathode;;cath-ode;;k{-T5d;;2
Catholic;;Cath-o-lic;;k{-T@-lIk;;3
Catholic;;Cath-o-lic;;k{-T@-lIk;;3
Catholicity;;Cath-o-lic-i-ty;;"k{-T5-lI-s@-tI;;5
catnip;;cat-nip;;k{t-nIp;;2
cat-o'-nine-tails;;cat--o'--nine--tails;;"k{t-@-n2n-t1lz;;4
cat's eye;;cat's eye;;k{ts-2;;2
cat-sleep;;cat--sleep;;k{t-slip;;2
cat's paw;;cat's paw;;k{ts-p$;;2
cattily;;cat-ti-ly;;k{-tI-lI;;3
cattish;;cat-tish;;k{-tIS;;2
cattle grid;;cat-tle grid;;k{-tP-grId;;3
catty;;cat-ty;;k{-tI;;2
catwalk;;cat-walk;;k{t-w$k;;2
Caucasia;;Cau-ca-sia;;k$-k1-zj@;;3
Caucasian;;Cau-ca-sian;;k$-k1-zj@n;;3
caucus;;cau-cus;;k$-k@s;;2
caucus;;cau-cus;;k$-k@s;;2
caudal;;cau-dal;;k$-dP;;2
caudally;;cau-dal-ly;;k$-dP-I;;3
cauliflower;;cau-li-flow-er;;kQ-lI-"fl6-@R;;4
causally;;caus-al-ly;;k$-z@-lI;;3
causative;;caus-a-tive;;k$-z@-tIv;;3
causative;;caus-a-tive;;k$-z@-tIv;;3
causative verb;;caus-a-tive verb;;k$-z@-tIv-"v3b;;4
cause;;cause;;k$z;;1
causerie;;cau-se-rie;;k5-z@-rI;;3
causeway;;cause-way;;k$z-w1;;2
caustic;;caus-tic;;k$-stIk;;2
caustic;;caus-tic;;k$-stIk;;2
caustical;;caus-ti-cal;;k$-stI-kP;;3
cauterize;;cau-ter-ize;;k$-t@-r2z;;3
caution;;cau-tion;;k$-SH;;2
caution;;cau-tion;;k$-SH;;2
cautious;;cau-tious;;k$-S@s;;2
cautiously;;cau-tious-ly;;k$-S@s-lI;;3
cavalier;;cav-a-lier;;"k{-v@-l7R;;3
cavalier;;cav-a-lier;;"k{-v@-l7R;;3
cavalierly;;cav-a-lier-ly;;"k{-v@-l7-lI;;4
cave;;cave;;k1v;;1
caveat emptor;;ca-ve-at emp-tor;;"k{-vI-{t-Emp-t$R;;5
cave-in;;cave--in;;k1v-In;;2
caveman;;cave-man;;k1v-m{n;;2
cavern;;cav-ern;;k{-v@n;;2
cavernous;;cav-ern-ous;;k{-v@-n@s;;3
cavernously;;cav-ern-ous-ly;;k{-v@-n@s-lI;;4
cavity;;cav-i-ty;;k{-v@-tI;;3
cavity wall;;cav-i-ty wall;;k{-v@-tI-w$l;;4
caw;;caw;;k$;;1
cayenne;;cay-enne;;k1-En;;2
cease-fire;;cease--fire;;"sis-f2-@R;;3
ceaseless;;cease-less;;sis-lIs;;2
cedar;;ce-dar;;si-d@R;;2
cedilla;;ce-dil-la;;sI-dI-l@;;3
celebrant;;cel-e-brant;;sE-lI-br@nt;;3
celebrated;;cel-e-brat-ed;;sE-lI-br1-tId;;4
celerity;;ce-ler-i-ty;;sI-lE-r@-tI;;4
celery;;cel-er-y;;sE-l@-rI;;3
celestial;;ce-les-tial;;sI-lE-stj@l;;3
celibacy;;cel-i-ba-cy;;sE-lI-b@-sI;;4
cellular;;cel-lu-lar;;sEl-jU-l@R;;3
celluloid;;cel-lu-loid;;sEl-jU-l4d;;3
cellulose;;cel-lu-lose;;sEl-jU-l5s;;3
Celsius;;Cel-si-us;;sEl-s7s;;2
Celsius;;Cel-si-us;;sEl-s7s;;2
Celt;;Celt;;kElt;;1
Celtic;;Celt-ic;;kEl-tIk;;2
Celtic;;Celt-ic;;kEl-tIk;;2
censer;;cen-ser;;sEn-s@R;;2
censorious;;cen-so-ri-ous;;sEn-s$-r7s;;3
censoriously;;cen-so-ri-ous-ly;;sEn-s$-r7s-lI;;4
censoriousness;;cen-so-ri-ous-ness;;sEn-s$-r7s-nIs;;4
censorship;;cen-sor-ship;;sEn-s@-SIp;;3
censure;;cen-sure;;sEn-S@R;;2
census;;cen-sus;;sEn-s@s;;2
cent;;cent;;sEnt;;1
centavo;;cen-ta-vo;;sEn-t#-v5;;3
centenary;;cen-te-nar-y;;sEn-ti-n@-rI;;4
centennial;;cen-ten-ni-al;;sEn-tE-nj@l;;3
centennially;;cen-ten-ni-al-ly;;sEn-tE-nj@-lI;;4
centigrade;;cen-ti-grade;;sEn-tI-gr1d;;3
centime;;cen-time;;sQn-tim;;2
centipede;;cen-ti-pede;;sEn-tI-pid;;3
central;;cen-tral;;sEn-tr@l;;2
central government;;cen-tral gov-ern-ment;;"sEn-tr@l-gV-vH-m@nt;;5
central heating;;cen-tral heat-ing;;"sEn-tr@l-hi-tIN;;4
centralism;;cen-tral-ism;;sEn-tr@-lI-z@m;;4
centralize;;cen-tral-ize;;sEn-tr@-l2z;;3
centrally;;cen-tral-ly;;sEn-tr@-lI;;3
central nervous system;;cen-tral nerv-ous sys-tem;;"sEn-tr@l-n3-v@s-"sI-st@m;;6
centre;;cen-tre;;sEn-t@R;;2
centre-bit;;cen-tre--bit;;sEn-t@-bIt;;3
centreboard;;cen-tre-board;;sEn-t@-b$d;;3
centre forward;;cen-tre for-ward;;"sEn-t@-f$-w@d;;4
centrepiece;;cen-tre-piece;;sEn-t@-pis;;3
centric;;cen-tric;;sEn-trIk;;2
centrifugal;;cen-trif-u-gal;;sEn-trI-fjU-gP;;4
centrifuge;;cen-tri-fuge;;sEn-trI-fju_;;3
centripetal;;cen-trip-e-tal;;sEn-trI-pI-tP;;4
centrist;;cen-trist;;sEn-trIst;;2
century;;cen-tu-ry;;sEn-JU-rI;;3
cereal;;ce-re-al;;s7-r7l;;2
cerebral;;cer-e-bral;;sE-rI-br@l;;3
cerebrally;;cer-e-bral-ly;;sE-rI-br@-lI;;4
cerebrate;;cer-e-brate;;sE-rI-br1t;;3
ceremonial;;cer-e-mo-ni-al;;"sE-rI-m5-nj@l;;4
ceremonious;;cer-e-mo-ni-ous;;"sE-rI-m5-nj@s;;4
ceremoniousness;;cer-e-mo-ni-ous-ness;;"sE-rI-m5-nj@s-nIs;;5
ceremony;;cer-e-mo-ny;;sE-rI-m@-nI;;4
cerise;;ce-rise;;s@-riz;;2
cerise;;ce-rise;;s@-riz;;2
cert;;cert;;s3t;;1
certain;;cer-tain;;s3-tH;;2
certificate;;cer-tif-i-cate;;s@-tI-fI-k@t;;4
certificate;;cer-tif-i-cate;;s@-tI-fI-k1t;;4
certified;;cer-ti-fied;;s3-tI-f2d;;3
certified mail;;cer-ti-fied mail;;"s3-tI-f2d-m1l;;4
certified public accountant;;cer-ti-fied pub-lic ac-count-ant;;"s3-tI-f2d-"pV-blIk-@-k6n-t@nt;;8
certify;;cer-ti-fy;;s3-tI-f2;;3
certitude;;cer-ti-tude;;s3-tI-tjud;;3
cerulean;;ce-ru-le-an;;sI-ru-lj@n;;3
cervical;;cer-vi-cal;;s@-v2-kP;;3
cervix;;cer-vix;;s3-vIks;;2
cesspit;;cess-pit;;sEs-pIt;;2
cetacean;;ce-ta-cean;;sI-t1-Sj@n;;3
cf.;;cf.;;k@m-p8R;;2
Chablis;;Cha-blis;;S{-bli;;2
cha-cha-cha;;cha--cha--cha;;"J#-J#-J#;;3
chaconne;;cha-conne;;S@-kQn;;2
Chad;;Chad;;J{d;;1
Chadian;;Chad-ian;;J{-d7n;;2
Chadian;;Chad-ian;;J{-d7n;;2
chafer;;chaf-er;;J1-f@R;;2
chaff;;chaff;;J#f;;1
chaff;;chaff;;J#f;;1
chaffinch;;chaf-finch;;J{-fInJ;;2
chafing dish;;chaf-ing dish;;J1-fIN-dIS;;3
chain;;chain;;J1n;;1
chain bridge;;chain bridge;;"J1n-brI_;;2
chain-letter;;chain--let-ter;;J1n-"lE-t@R;;3
chain reaction;;chain re-ac-tion;;"J1n-rI-{k-SH;;4
chain saw;;chain saw;;J1n-s$;;2
chain-smoke;;chain--smoke;;J1n-sm5k;;2
chain-smoker;;chain--smok-er;;J1n-"sm5-k@R;;3
chain-store;;chain--store;;J1n-st$R;;2
chair;;chair;;J8R;;1
chair-lift;;chair--lift;;J8-lIft;;2
chairman;;chair-man;;J8-m@n;;2
chairperson;;chair-per-son;;J8-"p3-sH;;3
chaise longue;;chaise longue;;"S1z-lQN;;2
chalet;;cha-let;;S{-l1;;2
chalice;;chal-ice;;J{-lIs;;2
chalkiness;;chalk-i-ness;;J$-kI-nIs;;3
chalkpit;;chalk-pit;;J$k-pIt;;2
challenge;;chal-lenge;;J{-lIn_;;2
chambered nautilus;;cham-bered nau-ti-lus;;"J1m-b@d-n$-tI-l@s;;5
chamber music;;cham-ber mu-sic;;J1m-b@-"mju-zIk;;4
chamber of commerce;;cham-ber of com-merce;;"J1m-b@-rQv-kQ-m3s;;5
chamberpot;;cham-ber-pot;;J1m-b@-pQt;;3
chambers;;cham-bers;;J1m-b@z;;2
chammy;;cham-my;;S{-mI;;2
chamois-leather;;cham-ois--leath-er;;S{-mI-"lE-D@R;;4
champ;;champ;;J{mp;;1
champaign;;cham-paign;;J{m-p1n;;2
champion;;cham-pi-on;;J{m-pj@n;;2
champion;;cham-pi-on;;J{m-pj@n;;2
chance;;chance;;J#ns;;1
chance;;chance;;J#ns;;1
chancellery;;chan-cel-ler-y;;J#n-s@-l@-rI;;4
chancellor;;chan-cel-lor;;J#n-s@-l@R;;3
chanciness;;chanc-i-ness;;J#n-sI-nIs;;3
chancy;;chanc-y;;J#n-sI;;2
chandelier;;chan-de-lier;;"S{n-d@-l7R;;3
change;;change;;J1n_;;1
change;;change;;J1n_;;1
changeability;;change-a-bil-i-ty;;"J1n-_@-bI-l@-tI;;5
changeableness;;change-a-ble-ness;;J1n-_@-bP-nIs;;4
change into;;change in-to;;J1n_-"In-tu;;3
change of life;;change of life;;"J1n_-Qv-l2f;;3
channel;;chan-nel;;J{-nP;;2
channel;;chan-nel;;J{-nP;;2
chant;;chant;;J#nt;;1
chanterelle;;chan-te-relle;;"J{n-t@-rEl;;3
Chanticleer;;Chan-ti-cleer;;"J{n-tI-kl7R;;3
chaotic;;cha-ot-ic;;k1-Q-tIk;;3
chapel;;chap-el;;J{-pP;;2
chaperon;;chap-er-on;;S{-p@-r5n;;3
chaplaincy;;chap-lain-cy;;J{p-lIn-sI;;3
chaps;;chaps;;J{ps;;1
char;;char;;J#R;;1
charabanc;;char-a-banc;;S{-r@-b{N;;3
characteristic;;char-ac-ter-is-tic;;"k{-r@k-t@-rI-stIk;;5
characteristically;;char-ac-ter-is-ti-cal-ly;;"k{-r@k-t@-rI-stI-k@-lI;;7
characterization;;char-ac-ter-i-za-tion;;"k{-r@k-t@-r2-z1-SH;;6
characterize;;char-ac-ter-ize;;k{-r@k-t@-r2z;;4
characterless;;char-ac-ter-less;;k{-r@k-t@-lIs;;4
charades;;cha-rades;;S@-r#dz;;2
charged;;charged;;J#_d;;1
charg#e d'affaires;;char-ge d'af-faires;;"S#-Z1-d{-f8R;;4
charger;;charg-er;;J#-_@R;;2
charge-sheet;;charge--sheet;;J#_-Sit;;2
charge with;;charge with;;J#_-wID;;2
chariot;;char-i-ot;;J{-r7t;;2
charismatic;;char-is-mat-ic;;"k{-rIz-m{-tIk;;4
charitably;;char-i-ta-bly;;J{-r@-t@-blI;;4
charity;;char-i-ty;;J{-r@-tI;;3
charity school;;char-i-ty school;;J{-r@-tI-skul;;4
charlady;;char-la-dy;;J#-"l1-dI;;3
Charleston;;Charles-ton;;J#l-st@n;;2
charm;;charm;;J#m;;1
charm;;charm;;J#m;;1
charmer;;charm-er;;J#-m@R;;2
charmingly;;charm-ing-ly;;J#-mIN-lI;;3
charnel house;;char-nel house;;J#-nP-h6s;;3
charter-party;;char-ter--par-ty;;J#-t@-"p#-tI;;4
chartreuse;;char-treuse;;S#-tr3z;;2
chartreuse;;char-treuse;;S#-tr3z;;2
chary;;char-y;;J8-rI;;2
chase;;chase;;J1s;;1
chase;;chase;;J1s;;1
chase about;;chase a-bout;;"J1s-@-b6t;;3
chase after;;chase af-ter;;J1s-"#f-t@R;;3
chaser;;chas-er;;J1-s@R;;2
chasm;;chasm;;k{-z@m;;2
chaste;;chaste;;J1st;;1
chasten;;chas-ten;;J1-sH;;2
chastise;;chas-tise;;J{-st2z;;2
chastity;;chas-ti-ty;;J{-st@-tI;;3
chastity belt;;chas-ti-ty belt;;J{-st@-tI-bElt;;4
chat;;chat;;J{t;;1
chat;;chat;;J{t;;1
chatterer;;chat-ter-er;;J{-t@-r@R;;3
chatty;;chat-ty;;J{-tI;;2
chauffeur;;chauf-feur;;S5-f@R;;2
chauvinism;;chau-vin-ism;;S5-vI-nI-z@m;;4
chauvinistically;;chau-vin-is-ti-cal-ly;;"S5-vI-nI-stI-k@-lI;;6
chaw;;chaw;;J$;;1
chaw;;chaw;;J$;;1
cheap;;cheap;;Jip;;1
cheap;;cheap;;Jip;;1
cheapjack;;cheap-jack;;Jip-_{k;;2
cheaply;;cheap-ly;;Jip-lI;;2
cheapness;;cheap-ness;;Jip-nIs;;2
cheapskate;;cheap-skate;;Jip-sk1t;;2
check;;check;;JEk;;1
checked;;checked;;JEkt;;1
checker;;check-er;;JE-k@R;;2
checkerboard;;check-er-board;;JE-k@-b$d;;3
checklist;;check-list;;JEk-"lIst;;2
checkmate;;check-mate;;JEk-m1t;;2
check off;;check off;;"JEk-Qf;;2
checkout;;check-out;;JEk-6t;;2
check out;;check out;;"JEk-6t;;2
checkpoint;;check-point;;JEk-p4nt;;2
checkrail;;check-rail;;JEk-r1l;;2
checkrein;;check-rein;;JEk-r1n;;2
checkup;;check-up;;JEk-Vp;;2
cheek;;cheek;;Jik;;1
cheek;;cheek;;Jik;;1
cheekbone;;cheek-bone;;Jik-b5n;;2
cheekily;;cheek-i-ly;;Ji-kI-lI;;3
cheep;;cheep;;Jip;;1
cheer;;cheer;;J7R;;1
cheerfulness;;cheer-ful-ness;;J7-fUl-nIs;;3
cheerily;;cheer-i-ly;;J7-r@-lI;;3
cheering;;cheer-ing;;J7-rIN;;2
cheerio;;cheer-i-o;;"J7-rI-5;;3
cheerless;;cheer-less;;J7-lIs;;2
cheerlessness;;cheer-less-ness;;J7-lIs-nIs;;3
cheery;;cheer-y;;J7-rI;;2
cheesecake;;cheese-cake;;Jiz-k1k;;2
cheetah;;chee-tah;;Ji-t@;;2
chef-d'oeuvre;;chef--d'oeu-vre;;"S1-d3-vr@;;3
chem;;chem;;kE-mI-kP;;3
chemical;;chem-i-cal;;kE-mI-kP;;3
chemise;;che-mise;;S@-miz;;2
chemistry;;chem-is-try;;kE-mI-strI;;3
chequebook;;cheque-book;;JEk-bUk;;2
cheque card;;cheque card;;JEk-k#d;;2
chequer;;cheq-uer;;JE-k@R;;2
cherish;;cher-ish;;JE-rIS;;2
